tweet,polarity
Wow~ itu yg nerima KIPK seriusan penghasilannya 2 digit? dia nggak pernah sedikitpun mikirin temennya yg bener bener butuh KIPK kah? Miris sih kalo nunggu viral dulu baru ngundurin diri jd penerima KIPK‍↔️,positive
@memiserotonin Trus menurut lu gmn dengan penerima kipk tp bisa memenuhi kebutuhan sehari tp ga hidup susah jd yauda dia ga bayar ukt samsek doang?,neutral
@convomfs aku baca nyaa jia kaget kan aku ga jadi penerima kipk ,positive
ini bener banget. harusnya dua pihak harus aktif. si penerima kalau punya integritas sih bakalan bisa mikir buat undurin diri dari penerimaan kipk ya (((kalau punya))) soalnya kalau udah keenakan dapet uang gitu rugi dong dia kalau dilepas. ,positive
Penerima kipk yang kaya si ijah pada ketar ketir nih apalagi yang suka flexing,neutral
@agloevera Gue liat temen gue penerima KIPK beli iPhone 10 aja (pas 2022) udah gue sindir sindir sampe mampus. Apalagi beli lippen Dior + Vespa + HP iPhone ,negative
@Ariffbdmnn penerima bantuan kuliah KIPK tp ternyata selebgram juga,neutral
@noridaseptiani ituloh kak yg influencer (?) penerima kipk di undip tp udah deact akunnya daritadi seliweran di tlku di tlmu muncul gak?,negative
@BAGASPATl @convomfs penerima kipk tapi hedon kah? terus joce siapa dek?,positive
Kata gue penerima kipk gak ada salahnya bersolek tapi gak dior juga anj itu dana kipk kan dari pajak rakyat yang ngadain dana aja gapake lipstick dior kebanyakan ini malah gatau diri.,positive
@mineblownde @undipmenfess Cari aja penerima kipk undip,neutral
@undipmenfess Intinya buat yang tau dan dekat dengan list nama di pict dan tau realita karakteristiknya gimana spill aja terutama penerima KIPK yang hedon dan kaya. Jangan takut ya :)),positive
Anjir mereka lebih sugih dari aku yg gaji ga seberapa tp ttp d pajakin. Eh pajaknya d pake buat ngebiayain mahasiswa2 kipk macem gini. Kudu d evaluasi bener2 deh ini penerima bantuan pendidikan macem ini.,negative
Wahh kit ati sih liat testi para mahasiswa2 yg temen2nya penerima kipk ada penerima kipk yg rajin nonton NCT n beli iphone baru buat record ada yg ortunya petani sawit n wisuda bawa Ford ranger ada yg rutin clubbing terakhir nih cewek koket yg viral.,positive
Tanyarl pengalaman kerja sudah sebanyak ini tapi masih jadi penerima KIPK. Mana dia content creator juga kan. Dari gaya hidup yang dia pamerin juga seharusnya malu sih https://t.co/PviDHSVC57,negative
@idfchh_ @zahhwaw @undipmenfess Yap tapi sayangnya pemerintah pihak kampus ga bener2 crosscheck calon2 penerima kipk layak atau ngga. Pdhl kan bisa aja data2 itu dipalsuin,positive
Kita pernah melewati masa dimana pejabat/keluarganya yang hedon dikuliti habis2an sampai akhirnya dicopot / diperiksa Sekarang tiba pada masa dimana penerima kipk yang hedon dibongkar habis2an sampai akhirnya mengundurkan diri,negative
lagi penerima kipk salah sasaran,negative
@niwseir Ya kalau gitu pas udah mampu harusnya mengundurkan diri dari penerima KIPK dong,negative
Drama lokal hari ini adalah seseembak mahasiswa undip penerima KIPK padahal sudah bisa beli sendiri ipad lipstik dior segantungan tas2 mahal bayarin sekolah adik transfer bulanan buat ibu punya brand fashion... ... dan sekarang akunnya dihapus ,negative
@niwseir Yg dimasalahkan netijen 1. Distribusi kipk blm 100% adil dan merata 2. Gak ada yg nglarang penerima kipk nasibnya berubah tp kalo sdh jd lbh sejahtera sebaiknya segera mengundurkan diri. Kan gak lucu dia flexing kemewahan tp kuliah dibiayain pajak.,positive
@undipmenfess asli ini kalo ngga viral pasti ngga akan mengundurkan diri dari penerima KIPK kok wkwk,neutral
@non_goodlooking @tanyakanrl mba otak bokep dan tukang bully penerima kipk,negative
Iya ini benar tapi yg dipermasalahin itu orang penerima KIPK ini tergolong mampu untuk memberi kebutuhan tersier padahal kebutuhan tersier tsb belom tentu membantu urusan akademiknyaa,positive
boleh banget anjir tapi kalo ekonominya udah membaik harus tau diri buat mengundurkan diri sbg penerima kipk,negative
sih. pihak yang acc ajual kipk kenapa ga tegas dalam memeriksa finance si penerima kipk? soalnya gue inget banget pas tahun gue pd daftar kuliah tu temen2 gue pd niatan mau ngajuin kipk padahal gue tau diantara mereka ada yang mampu. tp alhamdulillah sih kayanya ga pada jadi,positive
@ffloralelf @astyiasyz @undipmenfess Kalau emang ngerasa pantes jadi penerima KIPK ya slow aja,positive
@lonelyzes ni kalo gada yg negur di base pasti dia masih jadi penerima kipk sampe skrg yakin gue,positive
@unnesmenfess tolong dong spill juga oknum-oknum salah sasaran di unnes dan tidak tegas. ada lampiran daftar list penerima kipk ga sih? kalau ada ceknya di mana ya? tia,negative
@niwseir Aku sebenernya masih toleran yaa klo penerima kipk golongan low-mid income yg sesekali pke ke cafe atau apapun lah gak harus keliatan menderita tapi klo orang yg anda quote ituu arkhhh ayolah gak bisa berkata2 lagi aku,negative
@infoXwor_ Terpantau sudah ada akun centang biru yang membela salah satu penerima KIPK yang sangat gemar beramal.,negative
@niwseir Apakah penerima KIPK ini harus dalam kondisi nasib yang sangat sengsara dan susah ? Jawabannya IYA ALAMAT KELAMIN PRIA ! ,negative
@urbibilhere Penerima kipk tapi bisa beli barang2 mewah + lifestylenya juga hedon + suka ngerendahin orang lain,negative
@strawberiff bisa gitu ya penerima kipk liptintnya dior,neutral
That nggak bakal bisa ya bisa lah njir masalahnya nih penerima kipk emang dasarnya udah gak sadar diri atau emang gak punya empati. Dikira yang perlu bantuan dia doang masih banyak diluar sana yang butuh. Nih udah kuliah lho jangan disamain anak sd nalarnya udah harus main,negative
laporin juga tuh penerima kipk tapi makan siang di mas roni,neutral
@daddhit mahal dan mewah itu beda kok. tentu aja penerima kipk punya hak untuk splurge &amp; treat themselves to nice things. no one is saying mereka harus compang camping gak makan enak dll. bedanya ija udah bukan di ranah expensive tapi luxury dengan frekuensi purchase yg sering,negative
@niwseir Aku paham maksud sender. Inti nya ketika keadaan ekonomi penerima sudah berubah membaik dan sudah mampu untuk tidak menerima kipk peran penyelenggaranya yg dibutuhkan disitu untuk mencabut. Jadi bisa dialihkan ke yg membutuhkan lainnya,positive
@niwseir KIPK kok buat merubah nasib kocak bener opini lo pdhal itu bantuan buat biaya pendidikan bukan beli brng kebutuhan TERSIER macam lipstik Dior tas branded iphone mu itu. Memang sudah sewajarnya penerima KIPK kondisiny jauh dibwah angka makmur makin nunjukin kalo TEPAT SASARAN!,neutral
@yubiaksara @niwseir @AndaTerdiam Pengawas kipk harus lebih efektif menjalankan monitoring: betul. Penerima kipk yg sebenarnya standar hidupnya sudah melewati ambang batas kriteria penerima kipk harus tau diri terlepas dari efektif/tidak pengawasan kipk: juga betul.,negative
@convomf salahnya dia pas udah berpenghasilan dan mampu bayar ukt sendiri bukanya mundur dari penerima kipk malah lanjut diambil,negative
opini yg kocak repot kalo harus sadar diri ktanya lagian dia penerima kipk tp flexing mana dia juga flexing INCOME 2 digit wkwk emang rakus aja kalo gitu mah,negative
@niwseir Dan ini bukan berarti melonggarkan screening KIPK dan panitianya dalam monitoring. Semua berjalan beriringan. Lagian sanksi apa sih yg bisa dikasih klo ketahuan sebagai penerima KIPK tidak tepat sasaran? Cuma dicabut KIPKnya. Itu mah sama aja gak ada sanksi.,negative
@niwseir @la_lalijah Lagian ya anda tau gak utk penerjma bantuan KIPK itu ada kriteria. Kalo si penerima udh ga masuk kriterianya ya sadar diri kok malah jd subjektif. Orang bantuan diberikan jelas ad kriteria abcd kok,negative
panas banget tu drama mba-mba penerima kipk,negative
Beberapa tahun lalu pernah baca artikel soal bansos salah sasaran di dom aku. Kurleb ada dua simpulan: - 1 dari 10 penerima tu sebenernya ga berhak - jumlah orang yang sebenernya berhak tapi ga dapet 4x lipat dari jumlah bantuan salah sasaran Ini bisa aja kejadian di kipk juga.,negative
lg rame penerima kipk tp hidupnya highclass?? hmmmm knp penerima kipk kebanyakan gt ya,positive
@undipmenfess Coba itu pengurus kipk kampus beneran survei ke rumahnya calon penerima kipk dong kok bisa banyak yg kelepasan lolos kipk tp pake rumah orang lain ckck,positive
obrolan bersama abang guwe soal penerima KIPK (guwe) https://t.co/sgWFOsuQjL,neutral
@niwseir Di Australia ada student loan tapi mahasiswa nya memanfaatkan untuk healing ke Bali GK rame. yg perlu di kritik tuh mestinya kategori penerima kipk di perluas karena kategori miskin di Indonesia itu masih absurd. Karena sekelas artis aja masih pake gas melon 3kg,negative
eneg bgt liat drama cewe penerima kipk bikin males buka twit,negative
gue si gapeduli sma si penerima kipk itu tp bjirrr tertutup tapi bhasanya buset gasesuai sma self branding dia cok udh gt pake akun real lg,negative
@howmanystarsare @rosanaile @undipmenfess Kalo memang dia cabut KIPK lantas kenapa akun X nya hilang? Kena mental kah? Dan juga kalo gk diperpanjang masalah penerima bantuan KIPK bisa salah sasaran lagi paham?,negative
@undipmenfess Sebenernya sanksi sosial dan grudukan massa ini tu bukan cuma buat dia tapi buat semua penerima kipk yg ga tau diri kalo gue bilang si penipu. Jd buat yg belom kena geruduk semoga segera dapat giliran.,positive
Dari kemaren baca tweet yg masih defending penerima kipk yg ga tepat sasaran. Kalo kalian masih punya opini kek gini u berarti ga se-eligible itu buat paham dan berhak dapetin kipk. Dah titik.,negative
aku juga mau menyinggung reply-an mengenai evaluasi pemerintah dalam crosscheck bg dari penerima kipk itu sendiri karena menurutku kipk akan tepat disalurkan jika orang yang daftar memang sangat aware tentang regulasi kipk itu. sudah jelas tertera bahwa gaji pokok ,negative
penerima kipk hedonisme rn : ,neutral
@convomfs Kasus KIPK hanyalah cabang dimana gambaran sederhananya ada di kampung dengan penerima bantuan pemerintah namun dikenal mampu oleh tetangga sekitar. Tapi ts nya bodo amat yang penting dapat bantuan. Biasanya jalur ordal/aparat desa. Padahal rumah gedung lahan luas..,negative
@convomfs Adeku penerima KIPK di unchdip kasian banget hp udah pecah aja harus nunggu beberapa tahun buat ganti karena uang KIP nya bener bener harus di cukup cukup buat bayar kos dan kebutuhan lainnya.,negative
@undipmenfess LOHHHHHH??? Lo tau ga kalo ga karna digeruduk lo kira dia bakal dengan tau dirinya ngundurin diri sebagai PENERIMA KIPK??? Belom tentu. Terbesit pun juga ga kali. Hadehhhhh,negative
@XylotMyl @Reswara_ @undipmenfess Sila dibaca perihal syarat penerima kipk https://t.co/qfMGDUjcR3,negative
Gaya hedon dan tukang bully tapi dia penerima KIPK undip netizen hebat bgt smpe ngorek informasi ny sedalam itu . Pdhal dluar sana bnyak yg lbh buruh KIPK ya wak selamat datang di Real Life y uda lama kan berpura2 positive di dunia maya g nyangka sih https://t.co/FQrAQgQDlf,positive
@taufiknugroho @undipmenfess Apaan justru kalo dia sudah bisa membiayai kuliahnya sendiri dia wajib melepas haknya sebagai penerima kipk karena Kouta kipk itu terbatas makanya bisa disalurkan lagi ke yg membutuhkan,negative
Eh itu yang penerima kipk bocah koket juga ....... benar-benar ya meme ini. https://t.co/qzeIUxopTC,positive
@niwseir Gimana ya kak Panitia kipk juga kemungkinan besar gak reset bener² calon penerima kipk belum lagi adanya 'ordal' ih segitunya mau dicap miskinkah?,positive
@joyyzoldyck @rosanaile @undipmenfess Lah ini dah viral juga krn ketikan2 netizen kannn wkwkwkw. Ngaruhnya ya itu dia udah mundur dr penerima kipk wkwkwkwwk,neutral
Salfok sama trending KIPK di fashion and beauty categories AHAHAHHAA Mungkin banyak yang butthurt soal penerima KIPK nih karena sasarannya salah. Masih gampang dimanipulasi (or at least kampus aku). Harus ada penanganan serius sih kalo gini mah https://t.co/gmoO6FFkRN,negative
@clarioen @convomfs Sama kaya temenku kak pas awal seleksi namanya tuh masuk ke list penerima kipk tapi tiba² kampus ngadain tes ulang dan nama temenku kegeser hahaha dia amoe nangis² karna ortunya ga mampu biayain kuliah dan di kampusku kalo kau memundurkan diri namamu bakal diblacklist,negative
Ya Allah itu mbak penerima kipk padahal keliatan manis kalem gitu ternyata otaknya jorok juga astagaaa,positive
udah kesel sih dari bidikmisi yang berubah jadi kipk ini dari segi uang bulanan aja udah hampir 2 kali lipat dari jaman bidikmisi masalahnya gak semua penerima itu harus dapet keduanya pembebasan ukt sama biaya hidup bisa jadi cuma salah satu,negative
@innievul @tanyakanrl penerima kipk yang hidup hedon,negative
bisa dialihkan ini kuota penerima kipk jika rutin ada pantauan kepada mahasiswa lho biar nantinya kalo ada slot kosong temen² yg belum coba daftar ini bisa ikut merasakan walaupun mungkin udah setengah dari perjalanan kuliah dia kan lumayan tapi daripada full tidak tepat sasaran,negative
Kalo penerima kipk dsb yg emang bener² susah sih mana ada yg sampe mampu beli tas dior beli pernak pernik lucu hiasan kamar aesthetic. Temen² kuliah gw yg beneran kurang mampu dan dapet bidikmisi ya mikirnya gak jauh² dari biaya seputar kuliah kosan makan hari hari bensin.,negative
@undipmenfess nder Ayah aku (PNS golongan 2) juga punya hutang bank dengan jaminan sertifikat rumah aku UKT golongan tertinggi karna masuk jalur UM dan udah ngajuin banding tapi ngga diterima jadi mohon maaf aku ngga simpati sama dia si penerima KIPK yg ngga tepat sasaran dan disalahgunain,negative
Tweet yg aneh. You're missing the point. Ga ada yg salah sama perbaikan nasib. Tp klo org itu bs beli barang2 golongan tersier apalagi brand high end ya berarti itu trgolong mampu. Dikembalikan lg ke kesadaran &amp; nurani masing2 apakah masih layak sbg penerima kipk.,negative
Penerima KIPK gak akan bsa hedon dan salah sasaran kalau dari awal negara punya sistem yg bagus. Ini dana besar selalu penyalurannya yg bermasalah dan gak ada monitoring sama sekali. Dimana letak pertanggungjawaban dari orang2 yg mengelola dana sebesar ini? Dsr negara autopilot,negative
@byAmandytch @undipmenfess coba dicek mbak e syarat penerima bantuan kipk di sana tertera jika sudah mampu membiayai kuliah sendiri maka anda sudah tidak berhak menerima bantuannya,positive
di sisi lain ada temenku yg dia emang secara ekonomi pas²an dia bukan penerima kipk tapi dia rajin di akademik tapi terkadang dia kekurangan dana untuk memenuhi kebutuhan dia lain contoh kayak laptop aja dia gak punya dia cerita emang yg penting bisa bayar kuliah harusnya..,positive
@convomf Kasian apanya ??? Gilak aja dia penerima KIPK tapis sehedon itu dan suka ngebully . Itulah cara Allah ngebongkar aib buat orang2 yg ga bersyukur dan ngambil HAK ORANG MISKIN,negative
Wkwk gimana pemerintahnya mau seleksi data penerima kipk dengan bener org dari pusat aja udh korup :V,negative
Nyari fakta kasus bgini tu susah. Fakta kalau dia emg penerima KIPK dimana kita semua tau kalau lolos KIPK tu susah bgt sii patut ditinjau lagi yaa. Bukti kalau dia udh bekerja &gt; kondisi ekonomi keluarga membaik. Brati ga dilakuin evaluasi sama univ dan LLDIKTI,negative
Tp kalo kemudian hari dia udh punya penghasilan yg bisa memenuhi semua kebutuhan sekunder bahkan tersiernya silakan mundur dr daftar penerima KIPK. Kuota KIPK itu terbatas dan banyak BANYAAAAKK yg lebih membutuhkan. Kalo dia dpt semua pendapatan itu dr hasil kerjanya sendiri ,positive
@undipmenfess Sepanjang duit kipk dia gak digunakan untuk hal2 kriminal harusnya aman2 aja artinya program kipk berhasil mengangkat ekonomi penerima. Gak perlu juga mengundurkan diri. Malah harusnya penerima manfaat yg diperluas duit negoro turah2 kok,positive
waduh orkay vs penerima KIPK,neutral
mending benerin sistem kipk deh. kocak penerima kipk malah stylenya hedon gini,positive
@niwseir @AndaTerdiam Naif bgt kalau mikir kesadaran diri bisa datang gitu aja gabisa cuma nyalahin sistem. Penerima KIPK ini banyak gabisa dipastiin 100% tepat sasaran. Kecuali ada transparansi supaya kita bisa menilai siapa yg layak &amp; nggak? Anggap aja keributan ini jadi pembelajaran buat yg lain.,negative
@convomf Seumur hidup aku akan balas dendam sama penerima KIPK yang ngga layak. Sahabatku dulu putus kuliah karena ngga mampu bayar UKT di semester 5,negative
orng2 yg fraud kipk dan yang belain gimana mereka flexing mungkin belum lihat gimana penerima kipk yg ttp mikir buat makan sehari2 bahkan sehari harus makan sekali doang yang sekali sehari budgeting dibawah 15 ribu yang kl hp dan laptop rusak bingung gaenak minta ke ortu,negative
@tanyarlfes dia bahkan udh pernah ngetwitt dan bilang di tahun 2023 dia udh dpt uang dua digit sampe situ apa ga cukup buat dia sadar buat ngundurin diri dari daftar penerima kipk? skrng dg ramenya kasus dia ke up bukan cuma soal penyalahgunaan ini ya udh jadi konsekuensi atas sikap,positive
