tweet,cleaning,preprocessing,Nama Universitas,longitude,latitude,label
@sbmptnfess sendernya ga jelas bgt jgn jgn kamu bagian dari penerima kipk tp punya ip ya , sbmptnfess sendernya ga jelas bgt jgn jgn kamu bagian dari penerima kipk tp punya ip ya ,sbmptnfess kirim terima kipk ip ya,,,,Negative
@ub_mfs Bukan penerima KIPK aja pamer itu sudah dosa besar. Apalagi yg penerima KIPK., ub mfs bukan penerima kipk aja pamer itu sudah dosa besar apalagi yg penerima kipk ,universitas brawijaya mfs terima kipk pamer dosa terima kipk,Universitas Brawijaya,112.613881409846,-7.95201789999999,Negative
@tanyarlfes ya emang banyak nder makanya pada sensi sama penerima kipk tuh.. sebenernya yang julit ke penerima kipk tuh ya julit ke orang macam mereka kalo yang beneran kurang mampu mah ya gak masalah bahkan kadang ada orang baik yang ngasih rezeki lebih ke penerima kipk, tanyarlfes ya emang banyak nder makanya pada sensi sama penerima kipk tuh sebenernya yang julit ke penerima kipk tuh ya julit ke orang macam mereka kalo yang beneran kurang mampu mah ya gak masalah bahkan kadang ada orang baik yang ngasih rezeki lebih ke penerima kipk,tanyarlfes ya nder sensitif terima kipk julit terima kipk ya julit orang benar ya kadang ada orang rezeki terima kipk,,,,Positive
marah bgt liat spill an yg rame soal penerima kipK tpi hidupnya hedon... kek lo punya malu ga sih? harusnya malu lah lo ngambil hak org yg ga mampu dan mati an kerja buat bayar ukt sedangkan lo mampu buat bayar ukt dri hasil nge-influence? damn sist.,marah bgt liat spill an yg rame soal penerima kipk tpi hidupnya hedon kek lo punya malu ga sih harusnya malu lah lo ngambil hak org yg ga mampu dan mati an kerja buat bayar ukt sedangkan lo mampu buat bayar ukt dri hasil nge influence damn sist ,marah lihat spill an ramai terima kipk hidup boros malu sih malu ambil hak orang mati an kerja bayar ukt bayar ukt hasil nge influence damn sist,,,,Positive
@siomayosaka Oalaahh yang trend di tektok kemarin coquette itu toh. Pokoknya cewek cantik manis pink pink gitu. Itu lagi rame bahasan penerima kipk Undip pada modelan koket koket jadi bingung koket apaan., siomayosaka oalaahh yang trend di tektok kemarin coquette itu toh pokoknya cewek cantik manis pink pink gitu itu lagi rame bahasan penerima kipk undip pada modelan koket koket jadi bingung koket apaan ,siomayosaka oalaahh tren tektok kemarin coquette pokok cewek cantik manis merah muda merah muda ramai bahas terima kipk undip model koket koket bingung koket,Universitas Diponegoro,110.440107056068,-7.0483698,Positive
@convomf Tergantung kampus cuman biasanya 2-5jt an. Kalo penerima kipk nya bener bener orang yg membutuhkan mah mana kepikiran make duit nya buat konseran. Kalo itu mah ngeliat dari gaya hidupnya emang orang berduit wkwk, convomf tergantung kampus cuman biasanya 2 5jt an kalo penerima kipk nya bener bener orang yg membutuhkan mah mana kepikiran make duit nya buat konseran kalo itu mah ngeliat dari gaya hidupnya emang orang berduit wkwk,convomf gantung kampus 2 5jt an terima kipk nya orang butuh pikir pakai duit nya konser gaya hidup orang duit wkwk,Universitas Indonesia,106.827185590632,-6.36031565,Positive
ini mahasiswa penerima kipk yg aslinya adalah holang kaya pasti lagi ketar-ketir sambil hapus2in jejak digitalnya yang memperlihatkan dia hedon,ini mahasiswa penerima kipk yg aslinya adalah holang kaya pasti lagi ketar ketir sambil hapus2in jejak digitalnya yang memperlihatkan dia hedon,mahasiswa terima kipk asli holang ketar tir hapus2in jejak digital boros,,,,Negative
ini undip ga mau bikin tim pemburu penerima kipk yang gak layak aja gitu? ,ini undip ga mau bikin tim pemburu penerima kipk yang gak layak aja gitu ,undip bikin tim buru terima kipk layak,Universitas Diponegoro,110.440107056068,-7.0483698,Negative
@undipmenfess penerima KIPK yg bener² membutuhkan ma ga mungkin gayanya kaya gitu anjing, undipmenfess penerima kipk yg bener membutuhkan ma ga mungkin gayanya kaya gitu anjing,undipmenfess terima kipk butuh gaya anjing,Universitas Diponegoro,110.440107056068,-7.0483698,Negative
list yang ga boleh keliatan foya2 di medsos - pejabat/pns beserta keluarganya - penerima kipk - pemakai lpg 3kg,list yang ga boleh keliatan foya2 di medsos pejabat pns bese a keluarganya penerima kipk pemakai lpg 3kg,list foya foya media sosial jabat pegawai negeri sipil bese a keluarga terima kipk pakai lpg 3kg,,,,Negative
Mulai bnyak nih penerima KIPK yg ngaco. Inilah calon bibit bibit masa depan jalur haram. Kesananya juga ya bakalan kaga berkah tuh. Monmaap sobijak aslina Kesel ainkkk euh !!,mulai bnyak nih penerima kipk yg ngaco inilah calon bibit bibit masa depan jalur haram kesananya juga ya bakalan kaga berkah tuh monmaap sobijak aslina kesel ainkkk euh ,nih terima kipk kacau calon bibit bibit jalur haram kesana ya berkah mohon maaf sobijak aslina kesal ainkkk euh,,,,Negative
@undipmenfess ayo mulai berlakukan validasi akun sosmed buat penerima kipk (tapi punya secc acc damn), undipmenfess ayo mulai berlakukan validasi akun sosmed buat penerima kipk tapi punya secc acc damn ,undipmenfess ayo laku validasi akun media sosial terima kipk secc acc damn,Universitas Diponegoro,110.440107056068,-7.0483698,Positive
@undipmenfess Nih anak undip penerima kipk yg kaya-kaya kah?, undipmenfess nih anak undip penerima kipk yg kaya kaya kah ,undipmenfess nih anak undip terima kipk kah,Universitas Diponegoro,110.440107056068,-7.0483698,Negative
gw kalo jd penerima kipk ga akan pamer cuyyy gw akan hidup tenang no face no case,gw kalo jd penerima kipk ga akan pamer cuyyy gw akan hidup tenang no face no case,terima kipk pamer coy hidup tenang no face no case,,,,Negative
Rame banget penerima KIPK padahal orang mampu kenapa ga dari jamanku ya ke spill gini? Ada noh kenalanku penerima KIPK (dulu bidikmisi) pake ipong ,rame banget penerima kipk padahal orang mampu kenapa ga dari jamanku ya ke spill gini ada noh kenalanku penerima kipk dulu bidikmisi pake ipong ,ramai terima kipk orang jaman ya spill ada kenal terima kipk bidikmisi pakai ipong,,,,Positive
ya kalo tergolong murah berarti lo ga masuk kategori penerima kipk taiiii,ya kalo tergolong murah bera i lo ga masuk kategori penerima kipk taiiii,ya golong murah bera i masuk kategori terima kipk tahi,,,,Positive
@tanyarlfes bukannya 1 kk cuma bisa 1 penerima kipk??, tanyarlfes bukannya 1 kk cuma bisa 1 penerima kipk ,tanyarlfes 1 kakak 1 terima kipk,,,,Positive
Kenapa instagram anak penerima kipk itu pada mirip2 ya,kenapa instagram anak penerima kipk itu pada mirip2 ya,instagram anak terima kipk mirip2 ya,,,,Negative
tp udh lulus jg si wkwkk klo liat dia tu pengen marah to gabisa ngapa2in jg. bukan jual kesedihan tp ini emg sedih bgtt anjrot kemaren ada sosialisasi dr kampus gue ke luar kota gt gue pake motor kepanasan bolak balik beliau si penerima kipk ini enak bener dingin dlm mobil wk,tp udh lulus jg si wkwkk klo liat dia tu pengen marah to gabisa ngapa2in jg bukan jual kesedihan tp ini emg sedih bgtt anjrot kemaren ada sosialisasi dr kampus gue ke luar kota gt gue pake motor kepanasan bolak balik beliau si penerima kipk ini enak bener dingin dlm mobil wk,lulus sih wkwk lihat marah to ngapa2in jual sedih sedih anjrot kemarin ada sosialisasi kampus kota pakai motor panas bolak beliau sih terima kipk enak dingin mobil wkwk,,,,Positive
tips nyari penyeleweng kipk: 1. cari list penerima kipk 2. search ig nya 3. kalo hedon tinggal spill di x,tips nyari penyeleweng kipk 1 cari list penerima kipk 2 search ig nya 3 kalo hedon tinggal spill di x,tips cari seleweng kipk 1 cari list terima kipk 2 cari instagram nya 3 boros tinggal spill x,,,,Positive
@undipmenfess aku bukan penerima kipk boro-boro nugas di cafe coy duitnya habis buat beli bensin ke kampus , undipmenfess aku bukan penerima kipk boro boro nugas di cafe coy duitnya habis buat beli bensin ke kampus ,undipmenfess terima kipk boro boro nugas cafe coy duit habis beli bensin kampus,Universitas Indonesia,106.827185590632,-6.36031565,Positive
Itu di base kok malah jadi ajang umbar penerima kipk sih tinggal dilaporin aja harus diviralin banget? Ntar yg beneran butuh malah bisa kena jelek juga,itu di base kok malah jadi ajang umbar penerima kipk sih tinggal dilaporin aja harus diviralin banget ntar yg beneran butuh malah bisa kena jelek juga,base ajang umbar terima kipk sih tinggal lapor diviralin benar butuh kena jelek,Universita Teuku Umar,96.2034255956254,4.14449791067428,Positive
@Bittersweet_mmm Wkwkwkwkwk gatau lg deh gimana sistemnya kipk sih nyatanya diluar pendidikan juga sama kek gini. Penerima pkh kebanyakan orang menengah, bittersweet mmm wkwkwkwkwk gatau lg deh gimana sistemnya kipk sih nyatanya diluar pendidikan juga sama kek gini penerima pkh kebanyakan orang menengah,bittersweet mmm wkwk deh sistem kipk sih didik terima program keluarga harap banyak orang tengah,,,,Negative
@undipmenfess guys selebtok yg kembar 3 itu jg penerima kipk padahal mereka jg BA salah satu brand hijab wkwwk https://t.co/WbGj5dBG38, undipmenfess guys selebtok yg kembar 3 itu jg penerima kipk padahal mereka jg ba salah satu brand hijab wkwwk ,undipmenfess guys selebtok kembar 3 terima kipk ba salah merek hijab wkwk,Universitas Diponegoro,110.440107056068,-7.0483698,Negative
Sedih bgt liat penerima kipk mungkin kedepannya penerima kipk lebih selektif lagi karena masih banyak yang pengen kuliah tp terhambat biaya :(( gimana perasaan mereka coba kalo liat X trnyata banyak yg bgtu ;((,sedih bgt liat penerima kipk mungkin kedepannya penerima kipk lebih selektif lagi karena masih banyak yang pengen kuliah tp terhambat biaya gimana perasaan mereka coba kalo liat x trnyata banyak yg bgtu ,sedih lihat terima kipk depan terima kipk selektif kuliah hambat biaya asa coba lihat x,,,,Positive
Sekian xixixi Aku tdk bermaksud gmn2 ya teman2 just ingin mengeluarkan uneg2 aja. Soalnya kok tega bener ambil hak orang lain yang bahkan sebenarnya lebih membutuhkan untuk diberikan fasilitas KIPK. Tolong dong di ketat i lagi untuk penerima KIPK,sekian xixixi aku tdk bermaksud gmn2 ya teman2 just ingin mengeluarkan uneg2 aja soalnya kok tega bener ambil hak orang lain yang bahkan sebenarnya lebih membutuhkan untuk diberikan fasilitas kipk tolong dong di ketat i lagi untuk penerima kipk,sekian xixixi gmn2 ya teman teman just keluar uneg2 tega ambil hak orang butuh fasilitas kipk tolong ketat i terima kipk,Universita Teuku Umar,96.2034255956254,4.14449791067428,Negative
Iseng baca FAQ tentang KIPK. Poin tentang menikah ini menarik. Apa yaa.. kok poin ini nih ga sreg aja aku.. Imo menikah tidak serta merta menjadikan dia mampu . Terus kl penerima KIPK yg nikah ini yg cowo gimana? https://t.co/yJZhqNkqHk,iseng baca faq tentang kipk poin tentang menikah ini menarik apa yaa kok poin ini nih ga sreg aja aku imo menikah tidak se a me a menjadikan dia mampu terus kl penerima kipk yg nikah ini yg cowo gimana ,iseng baca faq kipk poin meni tarik ya poin nih sreg imo meni a me a jadi terima kipk nikah cowok,,,,Negative
seru juga mantengin orang ngespill penerima kipk tp taunya hedon,seru juga mantengin orang ngespill penerima kipk tp taunya hedon,seru mantengin orang ngespill terima kipk tahu boros,,,,Negative
wb merah cat 2 uchiwa ls. kalo gw penerima kipk duitnya buat ditabung anjir,wb merah cat 2 uchiwa ls kalo gw penerima kipk duitnya buat ditabung anjir,wb merah cat 2 uchiwa ls terima kipk duit tabung anjir,Universitas Indonesia,106.827185590632,-6.36031565,Positive
@undipmenfess Asli jir mereka apa ga kasian liat temen temen mahasiswa yang kesusahan sedangkan ada penerima kipk hidupnya jauh dari kata susah???, undipmenfess asli jir mereka apa ga kasian liat temen temen mahasiswa yang kesusahan sedangkan ada penerima kipk hidupnya jauh dari kata susah ,undipmenfess asli jir kasihan lihat teman teman mahasiswa susah ada terima kipk hidup susah,Universitas Diponegoro,110.440107056068,-7.0483698,Positive
Undip kata gue hapus daftar penerima kipk itu dan mulai dari 0. Survey rumahnya sekalian,undip kata gue hapus daftar penerima kipk itu dan mulai dari 0 survey rumahnya sekalian,undip hapus daftar terima kipk 0 survei rumah,Universitas Diponegoro,110.440107056068,-7.0483698,Negative
@undipmenfess Banyak bgt penerima kipk dari undip ternyata org kaya, undipmenfess banyak bgt penerima kipk dari undip ternyata org kaya,undipmenfess terima kipk undip orang,Universitas Diponegoro,110.440107056068,-7.0483698,Positive
seru bgt ini undip pd ngebongkar penerima kipk mampu,seru bgt ini undip pd ngebongkar penerima kipk mampu,seru undip ngebongkar terima kipk,Universitas Diponegoro,110.440107056068,-7.0483698,Positive
Mending yg penerima kipk diperiksa lagi deh bener bener 1 hari 1 kasus,mending yg penerima kipk diperiksa lagi deh bener bener 1 hari 1 kasus,mending terima kipk periksa deh 1 1,,,,Negative
Ga penerima kipk doang semua penerima beasiswa punya tanggungjawab yg berat dibandingkan dgn mahasiswa reguler,ga penerima kipk doang semua penerima beasiswa punya tanggungjawab yg berat dibandingkan dgn mahasiswa reguler,terima kipk terima beasiswa tanggung berat banding mahasiswa reguler,Universitas Negeri Gorontalo,123.062666148111,0.5546668,Negative
penerima kipk harusnya gak kepikiran kebutuhan tersier kaya gini yaa mereka bisa terpenuhi primer aja udah bersyukur,penerima kipk harusnya gak kepikiran kebutuhan tersier kaya gini yaa mereka bisa terpenuhi primer aja udah bersyukur,terima kipk pikir butuh tersier ya penuh primer syukur,Universita Teuku Umar,96.2034255956254,4.14449791067428,Negative
SORRY GREGETAN dikira kl nntn konser yg keluar cuma duit tiketnya aja apa ya gaada ++ lain? yg org jakarta &amp; sekitar aja msh hrs keluar gede di ongkos penginapan dll mana ini konteksnya yg konseran anak penerima KIPK yg hrsnya buat menuhin kebutuhan primer aja mrk butuh bantuan,sorry gregetan dikira kl nntn konser yg keluar cuma duit tiketnya aja apa ya gaada lain yg org jaka a amp sekitar aja msh hrs keluar gede di ongkos penginapan dll mana ini konteksnya yg konseran anak penerima kipk yg hrsnya buat menuhin kebutuhan primer aja mrk butuh bantuan,maaf gereget tonton konser duit tiket ya ada orang jaka a gede ongkos inap konteks konser anak terima kipk penuh butuh primer butuh bantu,Universitas Indonesia,106.827185590632,-6.36031565,Neutral
Lagi rame ngonser pake kipk yaa Kenalan aku ada yg ky gitu. Sedih+kesel bgt pas tau soalnya kaka aku sampe paylater aku+adek+mamah juga patungan buat bantuin byr kuliah kaka aku eh penerima kipk ini dgn gatau malunya pake uang bantuan itu buat ngonser,lagi rame ngonser pake kipk yaa kenalan aku ada yg ky gitu sedih kesel bgt pas tau soalnya kaka aku sampe paylater aku adek mamah juga patungan buat bantuin byr kuliah kaka aku eh penerima kipk ini dgn gatau malunya pake uang bantuan itu buat ngonser,ramai ngonser pakai kipk ya kenal ada ky sedih kesal pas kakak paylater adik mama patungan bantu bayar kuliah kakak eh terima kipk malu pakai uang bantu ngonser,Universitas Negeri Gorontalo,123.062666148111,0.5546668,Negative
@surga @undipmenfess Seharusnya bagi penerima kipk uang segitu gakan kepikiran dibuat nonton konser sih meskipun terhitung 'murah', surga undipmenfess seharusnya bagi penerima kipk uang segitu gakan kepikiran dibuat nonton konser sih meskipun terhitung murah ,surga undipmenfess terima kipk uang pikir tonton konser sih hitung murah,Universitas Diponegoro,110.440107056068,-7.0483698,Positive
Maksudku kalian ni kenapa sih dipermasalahin sampai segitunya kalian pun ga ngerti apa yg mereka alami sebelumnya sampai dgn kehidupan mereka yg sekarang kalian hujat penerima kipk pun punya tanggungjawab yg berat lhoo dibandingkan yang tidak dikira cmn dapet uang doang,maksudku kalian ni kenapa sih dipermasalahin sampai segitunya kalian pun ga nge i apa yg mereka alami sebelumnya sampai dgn kehidupan mereka yg sekarang kalian hujat penerima kipk pun punya tanggungjawab yg berat lhoo dibandingkan yang tidak dikira cmn dapet uang doang,maksud nih sih dipermasalahin begitu nge i alami hidup hujat terima kipk tanggung berat banding uang,Universitas Negeri Gorontalo,123.062666148111,0.5546668,Negative
Gue yakin penerima kipk yg lain lagi ketar ketir dan sibuk hapus feed ig dan jejak digital wkwk,gue yakin penerima kipk yg lain lagi ketar ketir dan sibuk hapus feed ig dan jejak digital wkwk,terima kipk ketar tir sibuk hapus feed instagram jejak digital wkwk,,,,Negative
